9531 東証1部 東京ガス(株)（電気・ガス業）,,,,,
"2016-04-12","474","484.8","474","477.1","10031000","2385.5"
"2016-04-13","481","486.6","479.6","483.8","8302000","2419"
"2016-04-14","496.5","512.6","491.4","509.1","16200000","2545.5"
"2016-04-15","498.6","509.3","498","507.7","5403000","2538.5"
"2016-04-18","497.7","502.6","494.5","497.9","8044000","2489.5"
"2016-04-19","512.6","519.4","507.8","510.6","12640000","2553"
"2016-04-20","518.5","519.8","514.5","516.4","8969000","2582"
"2016-04-21","524.9","527.8","515.6","524","7634000","2620"
"2016-04-22","512","521.3","509.5","514.4","12696000","2572"
"2016-04-25","515","516.6","501.5","502.8","11049000","2514"
"2016-04-26","506.8","510.5","499.1","503.2","8255000","2516"
"2016-04-27","507","508","494.6","497.5","9524000","2487.5"
"2016-04-28","503.5","507.7","481","485.1","14665000","2425.5"
"2016-05-02","461.1","462.8","435","437","26693000","2185"
"2016-05-06","441.4","446.7","438.8","443","13642000","2215"
"2016-05-09","444.6","447.5","441.3","442.5","8576000","2212.5"
"2016-05-10","424.8","449.3","421.7","441.2","22291000","2206"
"2016-05-11","445.9","452.9","443.5","444.6","16085000","2223"
"2016-05-12","436.6","448","435.5","446.3","13790000","2231.5"
"2016-05-13","446.3","448","436.3","436.3","15427000","2181.5"
"2016-05-16","434.8","442.9","433.1","437.2","10022000","2186"
"2016-05-17","440.4","448.9","437.2","448.8","12997000","2244"
"2016-05-18","441.8","450.4","438.3","445.4","13643000","2227"
"2016-05-19","446.1","449.3","440","442.1","12594000","2210.5"
"2016-05-20","441","448.6","439.3","445.7","11177000","2228.5"
"2016-05-23","438.8","440.4","431.9","435.1","16551000","2175.5"
"2016-05-24","435.3","436.3","430.3","432.6","14328000","2163"
"2016-05-25","439.7","445.8","437.4","440.5","13874000","2202.5"
"2016-05-26","444.9","446","435.9","437.2","12302000","2186"
"2016-05-27","439","445.8","435.2","442.4","12135000","2212"
"2016-05-30","443","450","439","449.4","10623000","2247"
"2016-05-31","443.3","451.3","441.7","447.9","32590000","2239.5"
"2016-06-01","442.3","442.8","434.1","435.8","17134000","2179"
"2016-06-02","436.5","438.9","434.2","436.1","13179000","2180.5"
"2016-06-03","428.1","428.2","417.1","418.6","19257000","2093"
"2016-06-06","417","433.4","413.8","432.4","17860000","2162"
"2016-06-07","433","445.9","433","444.1","14121000","2220.5"
"2016-06-08","441.6","451","438.1","447.3","14305000","2236.5"
"2016-06-09","444.5","448.6","440.5","441.6","17048000","2208"
"2016-06-10","441.9","445.6","437.7","445.6","14132000","2228"
"2016-06-13","436","436.3","430","430","12127000","2150"
"2016-06-14","428.5","435.5","427.8","430.7","14066000","2153.5"
"2016-06-15","426.8","429.4","418.9","423","17350000","2115"
"2016-06-16","422.9","429.9","420.1","421.6","14843000","2108"
"2016-06-17","423.7","431.6","422.7","426.8","12348000","2134"
"2016-06-20","433.7","441.1","431.7","436.5","15010000","2182.5"
"2016-06-21","439.3","444.4","430.4","438.5","17790000","2192.5"
"2016-06-22","430","430.9","407.4","412.5","28889000","2062.5"
"2016-06-23","410.4","420.9","407.3","419.1","21242000","2095.5"
"2016-06-24","422.8","424.4","387","392.7","12172000","1963.5"
"2016-06-27","398.6","409.6","395.7","408.3","14958000","2041.5"
"2016-06-28","402.4","412.4","398.4","406.1","11293000","2030.5"
"2016-06-29","414.1","420.3","408.8","418.5","8958000","2092.5"
"2016-06-30","422.9","422.9","415.4","420.4","13720000","2102"
"2016-07-01","423","426","414","420.8","11207000","2104"
"2016-07-04","418.5","426.9","413.8","426.3","5190000","2131.5"
"2016-07-05","422","427.5","420.9","426.1","7595000","2130.5"
"2016-07-06","420","425.1","418.8","424.9","11534000","2124.5"
"2016-07-07","426.1","429.9","423.2","424.4","6740000","2122"
"2016-07-08","423.4","424.2","414.6","414.6","10317000","2073"
"2016-07-11","422.6","434.5","420.1","430.5","8483000","2152.5"
"2016-07-12","437.4","441","426.5","426.5","11751000","2132.5"
"2016-07-13","435","441.6","430.2","438.1","10725000","2190.5"
"2016-07-14","440.1","444.6","438.9","441.2","10961000","2206"
"2016-07-15","441.5","444.5","438.6","441.1","9399000","2205.5"
"2016-07-19","445.5","455.3","443.6","451.2","14061000","2256"
"2016-07-20","449.1","455.1","447.9","453.5","11010000","2267.5"
"2016-07-21","458.6","461.8","454.2","458.7","9596000","2293.5"
"2016-07-22","452","458.1","451.3","453.5","5362000","2267.5"
"2016-07-25","458.8","463.9","458.1","459.8","6446000","2299"
"2016-07-26","455.6","456.3","444.5","447.3","8475000","2236.5"
"2016-07-27","453.4","456.3","448","453.9","10180000","2269.5"
"2016-07-28","452.2","452.2","439.5","439.8","8219000","2199"
"2016-07-29","444","445.5","432.7","439","12844000","2195"
"2016-08-01","430.2","443.3","429","442.4","7170000","2212"
"2016-08-02","436.7","439.7","431.3","431.4","5433000","2157"
"2016-08-03","422.2","426.9","420.1","421.1","7560000","2105.5"
"2016-08-04","424.3","428.4","420.7","427.7","5550000","2138.5"
"2016-08-05","423.3","426.4","419.3","422","8141000","2110"
"2016-08-08","432","434.2","428","430.3","8124000","2151.5"
"2016-08-09","432.9","436.5","428.1","434.8","7852000","2174"
"2016-08-10","439.3","442.3","427","428.1","7858000","2140.5"
"2016-08-12","432.4","439.8","430.1","438.8","8649000","2194"
"2016-08-15","434.6","437.3","430.1","436.3","7851000","2181.5"
"2016-08-16","436.3","436.3","426.6","426.6","6720000","2133"
"2016-08-17","423.9","436.5","423.1","436","5604000","2180"
"2016-08-18","433","433","420.5","420.5","5858000","2102.5"
"2016-08-19","424.5","424.5","420.6","421.8","4270000","2109"
"2016-08-22","418.5","423.4","415.4","422.9","4685000","2114.5"
"2016-08-23","430.9","439.8","424.2","439.6","11931000","2198"
"2016-08-24","441.9","444.1","436.6","437.9","6000000","2189.5"
"2016-08-25","436.6","439.9","432.5","437.8","5158000","2189"
"2016-08-26","442.1","442.9","429.6","429.6","4769000","2148"
"2016-08-29","442","444","436.1","436.1","5642000","2180.5"
"2016-08-30","437","440.3","431.8","438.8","5375000","2194"
"2016-08-31","438.6","444.6","435.3","443.5","7371000","2217.5"
"2016-09-01","438.9","440.7","434.1","439.3","8682000","2196.5"
"2016-09-02","439","444.5","436.4","443.6","6145000","2218"
"2016-09-05","449.8","457.1","447.4","451.5","5934000","2257.5"
"2016-09-06","449.7","455.7","448.7","453.7","6256000","2268.5"
"2016-09-07","455.5","467","454.8","466.7","11588000","2333.5"
"2016-09-08","461.2","462.6","453.6","460.1","10807000","2300.5"
"2016-09-09","455.8","459.2","450.3","453.7","9971000","2268.5"
"2016-09-12","445.7","457","445.2","456.3","12752000","2281.5"
"2016-09-13","456.4","457.3","445.3","447.6","8252000","2238"
"2016-09-14","441.1","452.9","441.1","450.9","10377000","2254.5"
"2016-09-15","445.1","449.8","441.8","449.5","8628000","2247.5"
"2016-09-16","445.7","460.9","444.9","458.4","17862000","2292"
"2016-09-20","463","475.3","461.9","470.9","17796000","2354.5"
"2016-09-21","468.3","473.5","461.2","472.6","11199000","2363"
"2016-09-23","469.8","474.3","466","474.2","13956000","2371"
"2016-09-26","475","476.5","466.1","467.6","7348000","2338"
"2016-09-27","460","475.5","455.9","475.5","10137000","2377.5"
"2016-09-28","460","467","455.5","466.7","11296000","2333.5"
"2016-09-29","469.4","472","461.5","462.2","17802000","2311"
"2016-09-30","449.7","451.6","447.2","447.6","12756000","2238"
"2016-10-03","454","456.2","450.2","450.8","8978000","2254"
"2016-10-04","453","455.3","449.3","450.5","6232000","2252.5"
"2016-10-05","452.7","457.5","451.4","456","8996000","2280"
"2016-10-06","455.7","455.7","448.6","453.4","9261000","2267"
"2016-10-07","454.2","454.8","450.6","453.9","9917000","2269.5"
"2016-10-11","456.8","462.3","455.2","460.2","7167000","2301"
"2016-10-12","455.3","457.9","454.7","455","6645000","2275"
"2016-10-13","457","458.9","453.2","456.1","4629000","2280.5"
"2016-10-14","458.8","460.4","456.4","460","7930000","2300"
"2016-10-17","458.6","465.5","456.3","462.4","5948000","2312"
"2016-10-18","461.5","467","459.7","467","11879000","2335"
"2016-10-19","467","469.3","465.3","467.7","5094000","2338.5"
"2016-10-20","470.7","476.3","468.3","475.9","6201000","2379.5"
"2016-10-21","476.3","477.7","471.9","476.1","9210000","2380.5"
"2016-10-24","478.2","479.5","475.4","475.8","5587000","2379"
"2016-10-25","477.9","484.5","476.1","484.4","7611000","2422"
"2016-10-26","484.8","490","482.7","489.2","5303000","2446"
"2016-10-27","489.8","492.9","482.3","484.1","6137000","2420.5"
"2016-10-28","485","485.2","473.2","476.9","11464000","2384.5"
"2016-10-31","471.2","476.4","468.8","476.2","6525000","2381"
"2016-11-01","481.6","491","478.2","491","13565000","2455"
"2016-11-02","484.9","486.6","479.8","484.2","8382000","2421"
"2016-11-04","480.6","484.5","473.6","476.6","9676000","2383"
"2016-11-07","481.4","484.2","477.1","479.7","7660000","2398.5"
"2016-11-08","482.9","485.4","480.6","482.2","9012000","2411"
"2016-11-09","486.7","491.4","461.4","472.5","13681000","2362.5"
"2016-11-10","486","489.8","477.7","481.4","10478000","2407"
"2016-11-11","484.5","485.1","467","468.9","15396000","2344.5"
"2016-11-14","475","481.5","473.3","476.1","8711000","2380.5"
"2016-11-15","477.7","478.1","470.1","474.4","6671000","2372"
"2016-11-16","479.4","479.4","473.3","475.2","6954000","2376"
"2016-11-17","479.1","487.5","477.2","483.3","10418000","2416.5"
"2016-11-18","479.8","480.9","473.6","473.6","7841000","2368"
"2016-11-21","473.7","475.3","468.1","469.1","10196000","2345.5"
"2016-11-22","468.3","471.1","463.4","467.6","10484000","2338"
"2016-11-24","472.9","474.3","468.4","472.5","11183000","2362.5"
"2016-11-25","477","484.4","476.8","481.7","8879000","2408.5"
"2016-11-28","482.6","495.8","482","493.9","10934000","2469.5"
"2016-11-29","490.3","491.5","485.1","488.2","10226000","2441"
"2016-11-30","495","499.6","491.9","498.7","26087000","2493.5"
"2016-12-01","497.5","505.6","492.3","501.8","11339000","2509"
"2016-12-02","500","502.5","495.5","496.3","10659000","2481.5"
"2016-12-05","494","495.2","487.9","489.8","6461000","2449"
"2016-12-06","496","496","481.2","486.6","14692000","2433"
"2016-12-07","489.2","492.9","483.1","490.3","9513000","2451.5"
"2016-12-08","500","507.4","497.6","505.6","16687000","2528"
"2016-12-09","508.6","511.3","502.2","507.8","13947000","2539"
"2016-12-12","517.8","533","514.2","527.2","17535000","2636"
"2016-12-13","524.3","536","524.1","535.9","14882000","2679.5"
"2016-12-14","539","546.4","538.4","539.3","13136000","2696.5"
"2016-12-15","538.7","541.4","535.3","538.2","7250000","2691"
"2016-12-16","541.4","541.7","534.8","536.7","9228000","2683.5"
"2016-12-19","540.3","543.7","538.2","542.7","6205000","2713.5"
"2016-12-20","543.4","556.3","543.2","555.2","16049000","2776"
"2016-12-21","552.4","557.2","545","546.4","14234000","2732"
"2016-12-22","544.2","544.8","539.3","543.2","8113000","2716"
"2016-12-26","546.5","547.5","538","538.3","4066000","2691.5"
"2016-12-27","538","543.6","536.6","542.9","5011000","2714.5"
"2016-12-28","539.3","545.8","537.6","540.2","5299000","2701"
"2016-12-29","540","541.9","532.5","535.4","4701000","2677"
"2016-12-30","530.9","531.9","524.5","528.9","5495000","2644.5"
