9531 東証1部 東京ガス(株)（電気・ガス業）,,,,,
"2013-04-23","543","554","542","548","10795000","2740"
"2013-04-24","553","554","536","541","13096000","2705"
"2013-04-25","536","547","536","545","6734000","2725"
"2013-04-26","545","562","543","546","19060000","2730"
"2013-04-30","556","569","552","556","14477000","2780"
"2013-05-01","556","571","552","566","13654000","2830"
"2013-05-02","568","574","563","570","8093000","2850"
"2013-05-07","574","584","572","583","12128000","2915"
"2013-05-08","582","593","577","585","11527000","2925"
"2013-05-09","585","587","580","582","10473000","2910"
"2013-05-10","588","591","586","589","13981000","2945"
"2013-05-13","592","611","591","604","17959000","3020"
"2013-05-14","606","613","601","603","18082000","3015"
"2013-05-15","603","618","598","616","16730000","3080"
"2013-05-16","620","626","611","613","15551000","3065"
"2013-05-17","615","620","611","616","12719000","3080"
"2013-05-20","630","640","623","627","19248000","3135"
"2013-05-21","632","634","621","628","15102000","3140"
"2013-05-22","626","633","622","627","10609000","3135"
"2013-05-23","630","641","593","595","19025000","2975"
"2013-05-24","595","615","579","596","21708000","2980"
"2013-05-27","588","589","563","568","23789000","2840"
"2013-05-28","558","569","547","558","20705000","2790"
"2013-05-29","577","588","569","579","17811000","2895"
"2013-05-30","570","571","545","548","19113000","2740"
"2013-05-31","558","559","544","545","16873000","2725"
"2013-06-03","546","556","539","542","13775000","2710"
"2013-06-04","543","548","526","546","15683000","2730"
"2013-06-05","545","550","522","523","16836000","2615"
"2013-06-06","515","521","506","520","26887000","2600"
"2013-06-07","508","520","500","512","20962000","2560"
"2013-06-10","525","537","509","513","21654000","2565"
"2013-06-11","523","527","513","516","20649000","2580"
"2013-06-12","510","521","500","515","13374000","2575"
"2013-06-13","510","520","493","502","15522000","2510"
"2013-06-14","516","524","507","516","20494000","2580"
"2013-06-17","517","529","516","527","11618000","2635"
"2013-06-18","523","526","508","512","20971000","2560"
"2013-06-19","516","522","508","515","22187000","2575"
"2013-06-20","510","518","508","514","16847000","2570"
"2013-06-21","504","521","496","521","17414000","2605"
"2013-06-24","526","533","521","526","12206000","2630"
"2013-06-25","529","533","506","511","14317000","2555"
"2013-06-26","512","517","504","508","9210000","2540"
"2013-06-27","513","528","510","528","9134000","2640"
"2013-06-28","537","549","535","548","12397000","2740"
"2013-07-01","550","550","535","546","14026000","2730"
"2013-07-02","552","554","534","544","13900000","2720"
"2013-07-03","545","551","536","548","9701000","2740"
"2013-07-04","549","555","543","547","7288000","2735"
"2013-07-05","550","555","544","554","6055000","2770"
"2013-07-08","555","558","545","545","8330000","2725"
"2013-07-09","553","562","552","561","10687000","2805"
"2013-07-10","558","563","554","563","10086000","2815"
"2013-07-11","557","562","554","559","8643000","2795"
"2013-07-12","560","574","559","571","11145000","2855"
"2013-07-16","575","580","563","566","10347000","2830"
"2013-07-17","565","572","563","569","14734000","2845"
"2013-07-18","572","576","569","572","9515000","2860"
"2013-07-19","576","577","562","565","14384000","2825"
"2013-07-22","570","572","558","567","8719000","2835"
"2013-07-23","563","574","562","573","6632000","2865"
"2013-07-24","574","585","567","585","11731000","2925"
"2013-07-25","586","588","571","574","8174000","2870"
"2013-07-26","566","568","552","553","12506000","2765"
"2013-07-29","546","549","537","540","8434000","2700"
"2013-07-30","538","548","535","543","9567000","2715"
"2013-07-31","553","553","539","539","9191000","2695"
"2013-08-01","537","553","536","553","8428000","2765"
"2013-08-02","556","565","554","565","6782000","2825"
"2013-08-05","555","560","553","557","4954000","2785"
"2013-08-06","550","551","534","547","9008000","2735"
"2013-08-07","534","536","522","522","9231000","2610"
"2013-08-08","524","538","522","523","9754000","2615"
"2013-08-09","526","527","518","522","7556000","2610"
"2013-08-12","518","528","517","526","4738000","2630"
"2013-08-13","528","538","525","537","7663000","2685"
"2013-08-14","549","550","536","545","6979000","2725"
"2013-08-15","546","554","541","544","10191000","2720"
"2013-08-16","542","545","538","538","4341000","2690"
"2013-08-19","540","547","539","544","5209000","2720"
"2013-08-20","543","548","535","535","7907000","2675"
"2013-08-21","533","547","531","541","12839000","2705"
"2013-08-22","535","540","531","531","8679000","2655"
"2013-08-23","538","539","533","536","6585000","2680"
"2013-08-26","537","540","528","534","6404000","2670"
"2013-08-27","535","538","531","534","5133000","2670"
"2013-08-28","524","525","518","521","6547000","2605"
"2013-08-29","521","523","514","519","11908000","2595"
"2013-08-30","519","523","505","510","13704000","2550"
"2013-09-02","513","516","504","515","6777000","2575"
"2013-09-03","521","521","513","517","8621000","2585"
"2013-09-04","511","517","508","515","9491000","2575"
"2013-09-05","518","522","513","518","6552000","2590"
"2013-09-06","520","520","512","516","4846000","2580"
"2013-09-09","536","543","532","534","11182000","2670"
"2013-09-10","537","542","535","539","7671000","2695"
"2013-09-11","545","547","536","543","8179000","2715"
"2013-09-12","543","543","537","539","6282000","2695"
"2013-09-13","534","540","528","531","11036000","2655"
"2013-09-17","534","537","532","533","6027000","2665"
"2013-09-18","532","539","526","534","7877000","2670"
"2013-09-19","542","543","535","543","6187000","2715"
"2013-09-20","545","551","543","549","8503000","2745"
"2013-09-24","541","543","533","537","7347000","2685"
"2013-09-25","536","548","536","544","6657000","2720"
"2013-09-26","537","547","532","547","6494000","2735"
"2013-09-27","542","543","536","537","7227000","2685"
"2013-09-30","530","543","530","538","7872000","2690"
"2013-10-01","538","539","531","531","5971000","2655"
"2013-10-02","529","531","524","526","7901000","2630"
"2013-10-03","531","534","528","531","7589000","2655"
"2013-10-04","524","524","515","518","7508000","2590"
"2013-10-07","521","527","519","520","6856000","2600"
"2013-10-08","520","530","518","528","9613000","2640"
"2013-10-09","522","526","519","526","5605000","2630"
"2013-10-10","528","543","527","538","7249000","2690"
"2013-10-11","542","545","536","538","7276000","2690"
"2013-10-15","543","545","539","544","6214000","2720"
"2013-10-16","539","540","531","535","6397000","2675"
"2013-10-17","540","544","534","537","5854000","2685"
"2013-10-18","538","538","528","530","5221000","2650"
"2013-10-21","532","535","530","533","4322000","2665"
"2013-10-22","531","535","528","529","4404000","2645"
"2013-10-23","532","533","515","516","10235000","2580"
"2013-10-24","516","518","512","516","7038000","2580"
"2013-10-25","519","519","507","508","8143000","2540"
"2013-10-28","513","521","508","517","7041000","2585"
"2013-10-29","518","525","518","524","7764000","2620"
"2013-10-30","526","533","522","532","9949000","2660"
"2013-10-31","530","537","529","532","7145000","2660"
"2013-11-01","531","531","518","519","5683000","2595"
"2013-11-05","523","524","510","512","6450000","2560"
"2013-11-06","512","517","510","511","7760000","2555"
"2013-11-07","513","514","506","507","6380000","2535"
"2013-11-08","501","506","499","505","10009000","2525"
"2013-11-11","507","507","500","503","4484000","2515"
"2013-11-12","504","509","502","506","6973000","2530"
"2013-11-13","505","509","503","505","5949000","2525"
"2013-11-14","509","521","508","518","10784000","2590"
"2013-11-15","521","524","515","515","8030000","2575"
"2013-11-18","516","518","511","514","6624000","2570"
"2013-11-19","515","520","515","517","5198000","2585"
"2013-11-20","516","518","511","514","5924000","2570"
"2013-11-21","513","519","510","515","9322000","2575"
"2013-11-22","518","518","512","514","8983000","2570"
"2013-11-25","516","521","515","520","9027000","2600"
"2013-11-26","520","523","513","514","10331000","2570"
"2013-11-27","511","512","504","504","8419000","2520"
"2013-11-28","510","514","507","509","10156000","2545"
"2013-11-29","509","512","508","510","8361000","2550"
"2013-12-02","514","519","513","517","8740000","2585"
"2013-12-03","515","516","509","511","8459000","2555"
"2013-12-04","509","512","507","507","6547000","2535"
"2013-12-05","508","508","503","503","5638000","2515"
"2013-12-06","504","506","501","502","4724000","2510"
"2013-12-09","505","506","500","501","7137000","2505"
"2013-12-10","499","501","497","500","7675000","2500"
"2013-12-11","501","504","500","503","6631000","2515"
"2013-12-12","503","506","500","504","6060000","2520"
"2013-12-13","502","505","498","500","14833000","2500"
"2013-12-16","503","504","496","497","6518000","2485"
"2013-12-17","499","500","495","497","6292000","2485"
"2013-12-18","500","510","498","510","12661000","2550"
"2013-12-19","510","512","505","508","12113000","2540"
"2013-12-20","507","511","505","507","10047000","2535"
"2013-12-24","510","510","503","506","7547000","2530"
"2013-12-25","505","505","500","504","8267000","2520"
"2013-12-26","506","509","505","509","4918000","2545"
"2013-12-27","510","515","508","513","8115000","2565"
"2013-12-30","514","520","514","518","9200000","2590"
