6758 東証1部 ソニー(株)（電気機器）,,,,,
"2015-06-12","3800","3800","3751","3786.5","7930200","3786.5"
"2015-06-15","3737","3823","3722","3815.5","6161700","3815.5"
"2015-06-16","3791","3800.5","3750.5","3761","5968400","3761"
"2015-06-17","3771.5","3785","3671","3698.5","6992000","3698.5"
"2015-06-18","3695","3723.5","3665","3679","4432200","3679"
"2015-06-19","3707","3734","3657","3657","4982300","3657"
"2015-06-22","3672","3784","3668","3732","7214200","3732"
"2015-06-23","3778.5","3827","3756.5","3827","7401900","3827"
"2015-06-24","3837.5","3847","3796","3820","5549300","3820"
"2015-06-25","3820","3902","3811","3880","10519300","3880"
"2015-06-26","3874.5","3905","3845.5","3878.5","6068200","3878.5"
"2015-06-29","3731","3814.5","3731","3773","9062500","3773"
"2015-06-30","3747","3750","3430","3461.5","29166000","3461.5"
"2015-07-01","3500","3562","3464","3472","15388700","3472"
"2015-07-02","3521","3537","3486","3514.5","9777100","3514.5"
"2015-07-03","3500","3513.5","3473","3503.5","4468500","3503.5"
"2015-07-06","3455","3470","3385","3422.5","6397800","3422.5"
"2015-07-07","3462.5","3524.5","3450","3451.5","6083600","3451.5"
"2015-07-08","3445","3486.5","3322","3322","8541400","3322"
"2015-07-09","3234","3405","3228","3398.5","11445500","3398.5"
"2015-07-10","3405","3478","3392.5","3420","12644400","3420"
"2015-07-13","3500","3592.5","3496.5","3526.5","16815100","3526.5"
"2015-07-14","3559","3578.5","3432","3485","24940800","3485"
"2015-07-15","3500","3506.5","3442","3452.5","8192800","3452.5"
"2015-07-16","3435","3475","3425","3475","9281800","3475"
"2015-07-17","3485","3526","3467","3515","7237000","3515"
"2015-07-21","3508","3579","3480","3579","16179000","3579"
"2015-07-22","3509","3574.5","3508","3530.5","31976100","3530.5"
"2015-07-23","3569","3662.5","3560.5","3660.5","15052900","3660.5"
"2015-07-24","3654.5","3719","3620","3694.5","12304200","3694.5"
"2015-07-27","3641","3701","3622","3632","9402800","3632"
"2015-07-28","3560","3632","3515","3600","9803000","3600"
"2015-07-29","3650","3672","3590.5","3660","8646100","3660"
"2015-07-30","3670","3686.5","3563.5","3585","10151300","3585"
"2015-07-31","3580","3599","3487","3533","14083500","3533"
"2015-08-03","3550","3565","3453","3466","10764300","3466"
"2015-08-04","3440","3508.5","3381","3418","10072600","3418"
"2015-08-05","3445","3458.5","3331.5","3355","10641300","3355"
"2015-08-06","3414","3439.5","3331.5","3338","10955900","3338"
"2015-08-07","3325","3370.5","3301.5","3348","9367400","3348"
"2015-08-10","3330","3358.5","3303","3358","5396900","3358"
"2015-08-11","3415","3491","3408","3454.5","10474600","3454.5"
"2015-08-12","3467.5","3467.5","3315.5","3343","9417300","3343"
"2015-08-13","3330","3397","3327.5","3366.5","6099500","3366.5"
"2015-08-14","3360","3390","3360","3366.5","4119700","3366.5"
"2015-08-17","3390","3391.5","3303","3323","5588900","3323"
"2015-08-18","3328","3389","3323.5","3366","4295100","3366"
"2015-08-19","3351","3407","3327.5","3331.5","5233200","3331.5"
"2015-08-20","3304.5","3321","3230","3230","8699300","3230"
"2015-08-21","3090","3164","3060.5","3090","11498600","3090"
"2015-08-24","3000","3025","2814","2843.5","18028200","2843.5"
"2015-08-25","2730","3020.5","2713","2834.5","21154200","2834.5"
"2015-08-26","2900","2998","2841","2963","14845700","2963"
"2015-08-27","3083","3136","3043.5","3051.5","13090900","3051.5"
"2015-08-28","3160","3194.5","3111","3169.5","9749900","3169.5"
"2015-08-31","3130","3229.5","3091.5","3162","10159200","3162"
"2015-09-01","3123.5","3180.5","3051","3051","10167200","3051"
"2015-09-02","2981","3088","2945","3020","8536500","3020"
"2015-09-03","3082.5","3115.5","3022","3026.5","6358300","3026.5"
"2015-09-04","3070","3081","2912","2966","9257500","2966"
"2015-09-07","2941","2992","2880","2961","6276200","2961"
"2015-09-08","2952","2973","2851.5","2867.5","6187200","2867.5"
"2015-09-09","3017.5","3113.5","2987.5","3113.5","11443600","3113.5"
"2015-09-10","3020","3163.5","3003","3133","10752700","3133"
"2015-09-11","3094.5","3225","3084","3179.5","11595500","3179.5"
"2015-09-14","3190.5","3200","3103","3116.5","5630200","3116.5"
"2015-09-15","3115","3154.5","3060","3060","7723000","3060"
"2015-09-16","3107.5","3168","3080","3096","6579300","3096"
"2015-09-17","3144.5","3241","3143","3224.5","9100000","3224.5"
"2015-09-18","3191","3214.5","3114","3115","8596700","3115"
"2015-09-24","3022","3082","3022","3030","7203600","3030"
"2015-09-25","3027","3113","2974","3106","8251000","3106"
"2015-09-28","3030","3055","2964","2995.5","8521900","2995.5"
"2015-09-29","2900","2900","2742","2753.5","13530900","2753.5"
"2015-09-30","2853.5","2928","2840","2898.5","12701700","2898.5"
"2015-10-01","2919","3035","2912.5","2996","12208200","2996"
"2015-10-02","2962.5","3120","2950.5","3094","9628600","3094"
"2015-10-05","3122","3204","3117","3142","8807600","3142"
"2015-10-06","3200","3220","3145","3156","6426700","3156"
"2015-10-07","3159","3216","3144","3205","6163800","3205"
"2015-10-08","3234","3260","3134","3153","7267900","3153"
"2015-10-09","3159","3213","3123","3211","7940600","3211"
"2015-10-13","3217","3266","3195","3204","5738200","3204"
"2015-10-14","3160","3175","3105","3129","6451800","3129"
"2015-10-15","3078","3182","3053","3181","5761300","3181"
"2015-10-16","3233","3272","3213","3250","6243700","3250"
"2015-10-19","3280","3309","3236","3266","6368800","3266"
"2015-10-20","3290","3294","3262","3270","3841500","3270"
"2015-10-21","3311","3427","3293","3414","10018400","3414"
"2015-10-22","3402","3430","3386","3400","6636600","3400"
"2015-10-23","3487","3490","3420","3420","7331700","3420"
"2015-10-26","3506","3568","3498","3507","10162900","3507"
"2015-10-27","3472","3477","3393","3424","7493600","3424"
"2015-10-28","3428","3457","3405","3435","6857900","3435"
"2015-10-29","3502","3520","3453","3466","8199400","3466"
"2015-10-30","3413","3534","3371","3480","12578100","3480"
"2015-11-02","3416","3462","3410","3433","6537000","3433"
"2015-11-04","3499","3507","3428","3437","7276700","3437"
"2015-11-05","3474","3483","3424","3440","4512500","3440"
"2015-11-06","3448","3458","3381","3404","6010200","3404"
"2015-11-09","3448","3495","3426","3478","7044500","3478"
"2015-11-10","3439","3469","3427","3463","4152100","3463"
"2015-11-11","3469","3498","3451","3497","5542200","3497"
"2015-11-12","3507","3525","3445","3478","5297700","3478"
"2015-11-13","3428","3447","3381","3387","8208000","3387"
"2015-11-16","3297","3339","3286","3319","5171600","3319"
"2015-11-17","3357","3367","3274","3280","9816600","3280"
"2015-11-18","3312","3324","3278","3286","6091600","3286"
"2015-11-19","3334","3335","3283","3297","5693700","3297"
"2015-11-20","3277","3285","3211","3285","8118900","3285"
"2015-11-24","3276","3325","3268","3307","6325000","3307"
"2015-11-25","3299","3309","3240","3245","5548300","3245"
"2015-11-26","3290","3295","3231","3240","5936700","3240"
"2015-11-27","3285","3285","3248","3264","5862100","3264"
"2015-11-30","3231","3243","3147","3177","10109600","3177"
"2015-12-01","3201","3259","3183","3227","7428800","3227"
"2015-12-02","3144","3204","3144","3168","8080700","3168"
"2015-12-03","3135","3181","3128","3167","7736700","3167"
"2015-12-04","3110","3121","3070","3091","11227500","3091"
"2015-12-07","3123","3159","3123","3129","5889700","3129"
"2015-12-08","3112","3132","3065","3078","5554500","3078"
"2015-12-09","3033","3065","3006","3027","7518300","3027"
"2015-12-10","2995","3015","2980","3005","7135600","3005"
"2015-12-11","2990","3088","2990","3041","10349400","3041"
"2015-12-14","2950","3024","2947","3016","11258400","3016"
"2015-12-15","2991.5","3000","2947.5","2950.5","9805400","2950.5"
"2015-12-16","3001","3026","2990.5","3007","11612600","3007"
"2015-12-17","3115","3153","3076","3078","13779100","3078"
"2015-12-18","3077","3117","2996","2998.5","13713900","2998.5"
"2015-12-21","2951","2966","2887","2943","11751200","2943"
"2015-12-22","2950.5","2952","2907.5","2913","7477200","2913"
"2015-12-24","3000","3009","2939.5","2950","13138500","2950"
"2015-12-25","2928.5","2945.5","2911","2933.5","5392000","2933.5"
"2015-12-28","2945","2989","2918.5","2983","5168400","2983"
"2015-12-29","2970","2985.5","2942.5","2978","5317600","2978"
"2015-12-30","2986.5","3035","2980.5","3002","5803000","3002"
